OBSERVATIONS

Stations
  Stnr Name          Operates from Operates until Altitude Latitude Longitude Region/Country                                                                          
 99790 ISFJORD RADIO Sep 1934                            7  78.0625   13.6192 NORWAY                                                       


Elements
 Code  Name                                Unit               
 DD    Wind direction (FF)                 degrees                            
 FF    Wind speed (10 meters above ground) m/s                                            
 PO    Air pressure at station level       hPa                                      
 RR_12 Precipitation (12 hours)            mm                                    
 RR_24 Precipitation (24 hours)            mm                                    
 TA    Air temperature                     degC                        
 TSS   Temperature                         degC                     


Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain' (Level 5 or more).
********************************************

 St.no Year Mnth Date Time(UTC)     PO  RR_12  RR_24    TA    TSS     DD     FF                                               
 99790 2014    9    9        18  997.8 -999.5 -999.5   2.7 -999.5    197    1.2                                             
 99790 2014    9   10         0  999.7 -999.5 -999.5   1.8 -999.5    198    1.9                                             
 99790 2014    9   10         6 1000.1 -999.5 -999.5   1.5 -999.5     95    2.0                                             
 99790 2014    9   10        12  999.2 -999.5 -999.5   3.0 -999.5    274    0.8                                              
 99790 2014    9   10        18  998.6 -999.5 -999.5   1.7 -999.5     64    2.3                                             
 99790 2014    9   11         0  998.6 -999.5 -999.5   1.1 -999.5     16    0.8                                            
 99790 2014    9   11         6  996.1 -999.5 -999.5   2.0 -999.5    290    2.4                                             
 99790 2014    9   11        12  996.0 -999.5 -999.5   2.8 -999.5    271    3.8                                              
 99790 2014    9   11        18  999.3 -999.5 -999.5   2.8 -999.5    194    1.2                                              
 99790 2014    9   12         0 1004.1 -999.5 -999.5   2.4 -999.5    196    1.4                                              
 99790 2014    9   12         6 1006.9 -999.5 -999.5   1.8 -999.5     65    2.0                                             
 99790 2014    9   12        12 1009.4 -999.5 -999.5   2.9 -999.5     78    2.0                                              
 99790 2014    9   12        18 1006.0 -999.5 -999.5   5.5 -999.5     58   10.9                                               
 99790 2014    9   13         0 1001.9 -999.5 -999.5   6.5 -999.5     60   10.7                                              
 99790 2014    9   13         6  994.1 -999.5 -999.5   6.9 -999.5     60   11.8                                             
 99790 2014    9   13        12  984.2 -999.5 -999.5   7.5 -999.5     55    7.6                                             
 99790 2014    9   13        18  983.1 -999.5 -999.5   4.0 -999.5    197    1.3                                              
 99790 2014    9   14         0  988.4 -999.5 -999.5   1.6 -999.5    197    3.7                                             
 99790 2014    9   14         6  996.4 -999.5 -999.5   0.2 -999.5    197    4.1                                             
 99790 2014    9   14        12 1004.9 -999.5 -999.5   0.5 -999.5    197    3.0                                               
 99790 2014    9   14        18 1008.6 -999.5 -999.5   1.3 -999.5    198    2.1                                               
 99790 2014    9   15         0 1010.9 -999.5 -999.5   1.5 -999.5    108    0.9                                              
 99790 2014    9   15         6 1013.5 -999.5 -999.5   1.2 -999.5     44    2.7                                             
 99790 2014    9   15        12 1015.9 -999.5 -999.5   3.5 -999.5    286    1.9                                               
 99790 2014    9   15        18 1015.9 -999.5 -999.5   3.9 -999.5     69    2.1                                              
 99790 2014    9   16         0 1013.2 -999.5 -999.5   3.2 -999.5    267    5.0                                              
 99790 2014    9   16         6 1009.6 -999.5 -999.5   6.7 -999.5     58   10.1                                              
 99790 2014    9   16        12 1006.5 -999.5 -999.5   6.8 -999.5     60   11.1                                               
 99790 2014    9   16        18 1005.0 -999.5 -999.5   5.3 -999.5     60    8.6                                              
 99790 2014    9   17         0 1001.7 -999.5 -999.5   4.2 -999.5     81    6.3                                             
 99790 2014    9   17         6 1000.7 -999.5 -999.5   0.0 -999.5     97    2.9                                             
 99790 2014    9   17        12 1002.1 -999.5 -999.5   0.2 -999.5    199    2.9                                               
 99790 2014    9   17        18 1004.3 -999.5 -999.5  -0.6 -999.5    196    5.1                                                
 99790 2014    9   18         0 1005.0 -999.5 -999.5  -0.1 -999.5    196    4.2                                               
 99790 2014    9   18         6 1005.0 -999.5 -999.5   0.2 -999.5    197    3.7                                              
 99790 2014    9   18        12 1005.4 -999.5 -999.5   0.3 -999.5    197    4.4                                               
 99790 2014    9   18        18 1005.4 -999.5 -999.5   0.1 -999.5    197    4.7                                               
 99790 2014    9   19         0 1003.1 -999.5 -999.5  -0.2 -999.5    198    4.2                                               
 99790 2014    9   19         6 1001.6 -999.5 -999.5  -0.6 -999.5    196    4.1                                               
 99790 2014    9   19        12 1002.2 -999.5 -999.5  -0.8 -999.5    198    4.5                                                
 99790 2014    9   19        18 1001.8 -999.5 -999.5  -1.0 -999.5    213    4.1                                                
 99790 2014    9   20         0 1002.1 -999.5 -999.5  -0.6 -999.5    222    4.8                                               
 99790 2014    9   20         6 1003.6 -999.5 -999.5  -0.8 -999.5    272    4.9                                               
 99790 2014    9   20        12 1005.5 -999.5 -999.5  -0.3 -999.5    266    7.4                                                
 99790 2014    9   20        18 1008.0 -999.5 -999.5  -0.2 -999.5    251    4.6                                                
 99790 2014    9   21         0 1009.4 -999.5 -999.5  -0.1 -999.5    262    4.7                                               
 99790 2014    9   21         6 1011.3 -999.5 -999.5  -0.5 -999.5    268    5.3                                               
 99790 2014    9   21        12 1013.6 -999.5 -999.5   0.4 -999.5    274    5.8                                               
 99790 2014    9   21        18 1016.2 -999.5 -999.5   1.2 -999.5    273    5.1                                               
 99790 2014    9   22         0 1019.4 -999.5 -999.5  -0.4 -999.5    313    2.0                                               
 99790 2014    9   22         6 1020.9 -999.5 -999.5  -1.2 -999.5      7    0.8                                             
 99790 2014    9   22        12 1021.6 -999.5 -999.5   0.3 -999.5     25    1.4                                              
 99790 2014    9   22        18 1020.1 -999.5 -999.5   0.7 -999.5     59    6.2                                              
 99790 2014    9   23         0 1018.8 -999.5 -999.5   0.0 -999.5     59    7.3                                             
 99790 2014    9   23         6 1018.2 -999.5 -999.5   0.8 -999.5     60    8.3                                             
 99790 2014    9   23        12 1019.2 -999.5 -999.5   1.8 -999.5     60    7.9                                              
 99790 2014    9   23        18 1018.1 -999.5 -999.5   2.2 -999.5     58    8.2                                              
 99790 2014    9   24         0 1017.2 -999.5 -999.5   2.2 -999.5     60    8.0                                             
 99790 2014    9   24         6 1015.4 -999.5 -999.5   3.0 -999.5     60    9.8                                             
 99790 2014    9   24        12 1014.9 -999.5 -999.5   2.9 -999.5     63    5.6                                              
 99790 2014    9   24        18 1011.7 -999.5 -999.5   2.8 -999.5     58    6.0                                              
 99790 2014    9   25         0 1009.4 -999.5 -999.5   1.8 -999.5     66    4.9                                             
 99790 2014    9   25         6 1006.4 -999.5 -999.5   3.0 -999.5    290    1.5                                              
 99790 2014    9   25        12 1003.6 -999.5 -999.5   2.8 -999.5      3    3.3                                             
 99790 2014    9   25        18  999.3 -999.5 -999.5   1.4 -999.5    293    4.6                                              
 99790 2014    9   26         0  994.6 -999.5 -999.5   1.1 -999.5    277    7.6                                             
 99790 2014    9   26         6  988.7 -999.5 -999.5   1.8 -999.5    268    9.1                                             
 99790 2014    9   26        12  985.9 -999.5 -999.5   2.8 -999.5    294    2.5                                              
 99790 2014    9   26        18  983.9 -999.5 -999.5   2.2 -999.5    280    6.6                                              
 99790 2014    9   27         0  984.0 -999.5 -999.5   2.1 -999.5    282    4.2                                             
 99790 2014    9   27         6  985.5 -999.5 -999.5   3.0 -999.5    274    4.6                                             
 99790 2014    9   27        12  988.0 -999.5 -999.5   3.0 -999.5    273    5.8                                              
 99790 2014    9   27        18  990.9 -999.5 -999.5   1.9 -999.5    279    4.6                                              
 99790 2014    9   28         0  993.0 -999.5 -999.5   1.8 -999.5    271    5.4                                             
 99790 2014    9   28         6  994.3 -999.5 -999.5   0.7 -999.5    278    2.9                                             
 99790 2014    9   28        12  995.7 -999.5 -999.5   0.5 -999.5    252    2.3                                              
 99790 2014    9   28        18  996.4 -999.5 -999.5  -0.1 -999.5    276    5.7                                               
 99790 2014    9   29         0  997.8 -999.5 -999.5  -0.3 -999.5    280    5.4                                              
 99790 2014    9   29         6  999.4 -999.5 -999.5  -0.5 -999.5    281    4.3                                              
 99790 2014    9   29        12 1002.5 -999.5 -999.5  -0.2 -999.5    281    2.1                                                
 99790 2014    9   29        18 1007.3 -999.5 -999.5  -1.5 -999.5 -999.5 -999.5                                                      
 99790 2014    9   30         0 1011.3 -999.5 -999.5  -3.9 -999.5    317    8.4                                               
 99790 2014    9   30         6 1013.1 -999.5 -999.5  -3.6 -999.5    160    2.7                                               
 99790 2014    9   30        12 1013.7 -999.5 -999.5  -3.3 -999.5    293    8.0                                                
 99790 2014    9   30        18 1014.6 -999.5 -999.5  -3.1 -999.5    270    4.3                                                
 99790 2014   10    1         0 1015.1 -999.5 -999.5  -3.5 -999.5    307    0.4                                               
 99790 2014   10    1         6 1013.4 -999.5 -999.5  -3.4 -999.5     71    6.8                                              
 99790 2014   10    1        12 1010.5 -999.5 -999.5  -2.8 -999.5     50   14.8                                                
 99790 2014   10    1        18 1005.4 -999.5 -999.5  -0.1 -999.5     69   10.5                                                
 99790 2014   10    2         0  999.3 -999.5 -999.5   2.1 -999.5     59   13.3                                             
 99790 2014   10    2         6  999.2 -999.5 -999.5   3.1 -999.5     41    6.6                                            
 99790 2014   10    2        12 1001.9 -999.5 -999.5   2.9 -999.5    162    4.7                                               
 99790 2014   10    2        18 1004.5 -999.5 -999.5   2.8 -999.5    247    6.4                                               
 99790 2014   10    3         0 1008.4 -999.5 -999.5   2.1 -999.5    181    5.6                                              
 99790 2014   10    3         6 1012.0 -999.5 -999.5   3.3 -999.5      2    0.7                                            
 99790 2014   10    3        12 1014.3 -999.5 -999.5   4.4 -999.5     72    7.5                                              
 99790 2014   10    3        18 1013.0 -999.5 -999.5   6.3 -999.5     98    9.9                                              
 99790 2014   10    4         0 1009.9 -999.5 -999.5   7.1 -999.5     98   15.8                                              
 99790 2014   10    4         6 1007.9 -999.5 -999.5   6.2 -999.5     97   16.6                                              
 99790 2014   10    4        12 1010.0 -999.5 -999.5   8.3 -999.5    156    5.9                                               
 99790 2014   10    4        18 1010.6 -999.5 -999.5   7.1 -999.5    158    9.5                                               
 99790 2014   10    5         0 1013.8 -999.5 -999.5   4.2 -999.5    172    9.7                                              
 99790 2014   10    5         6 1015.4 -999.5 -999.5   4.3 -999.5    162    8.3                                              
 99790 2014   10    5        12 1014.0 -999.5 -999.5   2.1 -999.5     76    5.5                                              
 99790 2014   10    5        18 1012.0 -999.5 -999.5   2.5 -999.5    328    5.8                                               
 99790 2014   10    6         0 1019.3 -999.5 -999.5   3.2 -999.5    278    6.1                                              
 99790 2014   10    6         6 1024.6 -999.5 -999.5   0.7 -999.5    272    3.9                                              
 99790 2014   10    6        12 1029.7 -999.5 -999.5  -0.3 -999.5    293    5.8                                                
 99790 2014   10    6        18 1033.3 -999.5 -999.5  -0.2 -999.5    290    7.2                                                
 99790 2014   10    7         0 1035.4 -999.5 -999.5  -0.7 -999.5    298    6.0                                               
 99790 2014   10    7         6 1035.6 -999.5 -999.5  -1.8 -999.5    305    7.8                                               
 99790 2014   10    7        12 1036.1 -999.5 -999.5  -1.9 -999.5    322    6.9                                                
 99790 2014   10    7        18 1036.0 -999.5 -999.5  -1.3 -999.5     45    6.3                                               
 99790 2014   10    8         0 1035.3 -999.5 -999.5  -1.5 -999.5     51    9.3                                              
 99790 2014   10    8         6 1034.7 -999.5 -999.5  -2.4 -999.5     85    5.5                                              
 99790 2014   10    8        12 1034.2 -999.5 -999.5  -1.8 -999.5     70    4.9                                               
 99790 2014   10    8        18 1032.7 -999.5 -999.5  -1.6 -999.5     74    5.5                                               
 99790 2014   10    9         0 1031.2 -999.5 -999.5  -1.8 -999.5     79    2.6                                              
 99790 2014   10    9         6 1028.7 -999.5 -999.5  -0.8 -999.5      9    1.6                                             
 99790 2014   10    9        12 1026.2 -999.5 -999.5  -1.2 -999.5    167    9.6                                                
 99790 2014   10    9        18 1023.3 -999.5 -999.5  -1.0 -999.5    173    6.9                                                
 99790 2014   10   10         0 1021.0 -999.5 -999.5  -0.9 -999.5    172    3.9                                                
 99790 2014   10   10         6 1018.6 -999.5 -999.5  -0.9 -999.5    169    5.4                                                
 99790 2014   10   10        12 1018.0 -999.5 -999.5   0.2 -999.5     63    2.5                                               
 99790 2014   10   10        18 1018.1 -999.5 -999.5  -0.8 -999.5     79    4.8                                                
 99790 2014   10   11         0 1019.1 -999.5 -999.5  -0.9 -999.5     87    6.0                                               
 99790 2014   10   11         6 1018.9 -999.5 -999.5  -1.3 -999.5     95    0.8                                               
 99790 2014   10   11        12 1018.7 -999.5 -999.5  -0.3 -999.5     36    3.4                                                
 99790 2014   10   11        18 1018.3 -999.5 -999.5  -1.4 -999.5    324    7.4                                                 
 99790 2014   10   12         0 1017.2 -999.5 -999.5  -1.3 -999.5    306    4.2                                                
 99790 2014   10   12         6 1014.0 -999.5 -999.5  -1.8 -999.5    159    3.2                                                
 99790 2014   10   12        12 1012.3 -999.5 -999.5  -1.0 -999.5     49    6.7                                                
 99790 2014   10   12        18 1012.4 -999.5 -999.5  -1.3 -999.5     40   13.1                                                 
 99790 2014   10   13         0 1014.3 -999.5 -999.5  -2.5 -999.5     49    8.3                                               
 99790 2014   10   13         6 1014.5 -999.5 -999.5  -2.9 -999.5     51    4.1                                               
 99790 2014   10   13        12 1015.5 -999.5 -999.5  -3.2 -999.5     77    4.8                                                
 99790 2014   10   13        18 1016.4 -999.5 -999.5  -3.2 -999.5     56    7.4                                                
 99790 2014   10   14         0 1017.8 -999.5 -999.5  -4.0 -999.5     52    7.9                                               
 99790 2014   10   14         6 1018.0 -999.5 -999.5  -4.3 -999.5     72    2.2                                               
 99790 2014   10   14        12 1018.3 -999.5 -999.5  -4.1 -999.5     61    4.4                                                
 99790 2014   10   14        18 1018.4 -999.5 -999.5  -4.0 -999.5     39    7.5                                                
 99790 2014   10   15         0 1020.2 -999.5 -999.5  -4.9 -999.5     50    9.2                                               
 99790 2014   10   15         6 1021.6 -999.5 -999.5  -5.7 -999.5     46    9.0                                               
 99790 2014   10   15        12 1022.0 -999.5 -999.5  -7.0 -999.5     86    4.9                                                
 99790 2014   10   15        18 1020.0 -999.5 -999.5  -6.5 -999.5     73    5.4                                                
 99790 2014   10   16         0 1017.8 -999.5 -999.5  -6.0 -999.5     48   11.6                                                
 99790 2014   10   16         6 1014.6 -999.5 -999.5  -4.9 -999.5     54   12.5                                                
 99790 2014   10   16        12 1012.4 -999.5 -999.5  -4.4 -999.5     30   17.6                                                 
 99790 2014   10   16        18 1010.7 -999.5 -999.5  -4.5 -999.5     58   10.7                                                 
 99790 2014   10   17         0 1009.8 -999.5 -999.5  -4.6 -999.5     48   13.0                                                
 99790 2014   10   17         6 1010.3 -999.5 -999.5  -4.5 -999.5     41    9.6                                               
 99790 2014   10   17        12 1012.1 -999.5 -999.5  -5.0 -999.5     67    4.3                                                
 99790 2014   10   17        18 1013.4 -999.5 -999.5  -5.4 -999.5     49    6.9                                                
 99790 2014   10   18         0 1015.2 -999.5 -999.5  -7.2 -999.5     79    4.8                                               
 99790 2014   10   18         6 1016.3 -999.5 -999.5  -6.8 -999.5     82    3.1                                               
 99790 2014   10   18        12 1017.7 -999.5 -999.5  -8.4 -999.5     95    4.9                                                
 99790 2014   10   18        18 1017.2 -999.5 -999.5  -7.3 -999.5     82    5.2                                                
 99790 2014   10   19         0 1015.3 -999.5 -999.5  -6.8 -999.5     77    7.9                                               
 99790 2014   10   19         6 1013.5 -999.5 -999.5  -5.9 -999.5     69    6.6                                               
 99790 2014   10   19        12 1013.1 -999.5 -999.5  -4.4 -999.5     67    6.3                                                
 99790 2014   10   19        18 1012.8 -999.5 -999.5  -3.3 -999.5     72    6.5                                                
 99790 2014   10   20         0 1013.0 -999.5 -999.5  -2.9 -999.5     72    7.4                                               
 99790 2014   10   20         6 1011.9 -999.5 -999.5  -2.5 -999.5     97    7.5                                               
 99790 2014   10   20        12 1013.0 -999.5 -999.5  -1.8 -999.5     93    6.6                                                
 99790 2014   10   20        18 1013.9 -999.5 -999.5  -3.1 -999.5     83    8.0                                                
 99790 2014   10   21         0 1013.9 -999.5 -999.5  -2.7 -999.5    100    8.0                                                
 99790 2014   10   21         6 1013.9 -999.5 -999.5  -3.3 -999.5     65    8.8                                               
 99790 2014   10   21        12 1015.1 -999.5 -999.5  -1.6 -999.5     62    8.0                                                
 99790 2014   10   21        18 1014.0 -999.5 -999.5  -2.0 -999.5     57   12.4                                                 
 99790 2014   10   22         0 1012.4 -999.5 -999.5   0.8 -999.5     57    8.3                                              
 99790 2014   10   22         6 1010.3 -999.5 -999.5   2.3 -999.5    106    7.2                                               
 99790 2014   10   22        12 1008.8 -999.5 -999.5   2.1 -999.5    101    8.1                                                
 99790 2014   10   22        18 1006.7 -999.5 -999.5   2.0 -999.5    105    6.9                                                
 99790 2014   10   23         0 1004.4 -999.5 -999.5   3.0 -999.5     97    7.3                                              
 99790 2014   10   23         6 1002.3 -999.5 -999.5   4.9 -999.5    107    8.1                                               
 99790 2014   10   23        12 1005.4 -999.5 -999.5   4.2 -999.5    160    8.3                                                
 99790 2014   10   23        18 1004.5 -999.5 -999.5   4.1 -999.5    107    3.9                                                
 99790 2014   10   24         0 1002.4 -999.5 -999.5   5.1 -999.5    123    4.4                                               
 99790 2014   10   24         6  999.3 -999.5 -999.5   3.0 -999.5    108   10.2                                               
 99790 2014   10   24        12  999.2 -999.5 -999.5   4.6 -999.5    101    9.1                                               
 99790 2014   10   24        18 1000.1 -999.5 -999.5   6.1 -999.5     95    8.2                                               
 99790 2014   10   25         0  997.9 -999.5 -999.5   4.5 -999.5     97   13.7                                              
 99790 2014   10   25         6  997.3 -999.5 -999.5   3.1 -999.5    102   10.8                                               
 99790 2014   10   25        12  999.1 -999.5 -999.5   6.0 -999.5    145    6.6                                               
 99790 2014   10   25        18 1002.1 -999.5 -999.5   5.5 -999.5     90    7.6                                               
 99790 2014   10   26         0 1001.4 -999.5 -999.5   5.6 -999.5     76    8.7                                              
 99790 2014   10   26         6  997.5 -999.5 -999.5   3.4 -999.5     57   11.6                                              
 99790 2014   10   26        12  995.2 -999.5 -999.5   3.0 -999.5     52   13.8                                               
 99790 2014   10   26        18  994.1 -999.5 -999.5   2.4 -999.5     33   12.6                                               
 99790 2014   10   27         0  991.9 -999.5 -999.5   2.8 -999.5     57    9.9                                             
 99790 2014   10   27         6  989.8 -999.5 -999.5   2.7 -999.5     49   13.1                                              
 99790 2014   10   27        12  990.0 -999.5 -999.5   2.3 -999.5     48   12.2                                               
 99790 2014   10   27        18  989.2 -999.5 -999.5   1.9 -999.5     50   20.8                                               
 99790 2014   10   28         0  993.7 -999.5 -999.5   2.0 -999.5     45   13.8                                              
 99790 2014   10   28         6  996.8 -999.5 -999.5   2.4 -999.5     49   11.8                                              
 99790 2014   10   28        12 1000.0 -999.5 -999.5   1.8 -999.5     47   14.4                                                
 99790 2014   10   28        18 1001.7 -999.5 -999.5   1.1 -999.5     60   12.7                                                
 99790 2014   10   29         0 1004.3 -999.5 -999.5   0.6 -999.5     68    7.7                                              
 99790 2014   10   29         6 1005.6 -999.5 -999.5  -0.9 -999.5     69    6.5                                               
 99790 2014   10   29        12 1007.0 -999.5 -999.5  -1.4 -999.5     82    3.3                                                
 99790 2014   10   29        18 1007.9 -999.5 -999.5  -2.7 -999.5     78    6.0                                                
 99790 2014   10   30         0 1009.8 -999.5 -999.5  -3.4 -999.5     60    3.9                                               
 99790 2014   10   30         6 1011.6 -999.5 -999.5  -5.2 -999.5    105    2.7                                                
 99790 2014   10   30        12 1014.5 -999.5 -999.5  -4.5 -999.5     85    3.4                                                
 99790 2014   10   30        18 1016.1 -999.5 -999.5  -4.0 -999.5     96    1.6                                                
 99790 2014   10   31         0 1017.0 -999.5 -999.5  -3.3 -999.5    107    1.9                                                
 99790 2014   10   31         6 1016.9 -999.5 -999.5  -3.5 -999.5    108    1.8                                                
 99790 2014   10   31        12 1016.9 -999.5 -999.5  -3.2 -999.5     42    2.3                                                
 99790 2014   10   31        18 1015.8 -999.5 -999.5  -3.4 -999.5    331    0.8                                                 
 99790 2014   11    1         0 1014.7 -999.5 -999.5  -3.5 -999.5    269    4.8                                               
 99790 2014   11    1         6 1012.7 -999.5 -999.5  -4.0 -999.5    324    5.0                                               
 99790 2014   11    1        12 1011.4 -999.5 -999.5  -4.8 -999.5    312    2.8                                                
 99790 2014   11    1        18 1008.6 -999.5 -999.5  -4.9 -999.5     30    6.9                                               
 99790 2014   11    2         0 1005.8 -999.5 -999.5  -5.1 -999.5     44    6.8                                              
 99790 2014   11    2         6 1003.3 -999.5 -999.5  -5.6 -999.5     48    9.3                                              
 99790 2014   11    2        12 1002.1 -999.5 -999.5  -6.4 -999.5     44    9.6                                               
 99790 2014   11    2        18 1001.4 -999.5 -999.5  -8.3 -999.5     70    2.6                                               
 99790 2014   11    3         0 1000.7 -999.5 -999.5  -9.1 -999.5     86    5.5                                              
 99790 2014   11    3         6 1000.0 -999.5 -999.5  -9.9 -999.5     79    8.6                                              
 99790 2014   11    3        12 1001.0 -999.5 -999.5 -10.4 -999.5     85    6.7                                                
 99790 2014   11    3        18 1002.5 -999.5 -999.5 -10.0 -999.5     48    7.6                                                
 99790 2014   11    4         0 1004.1 -999.5 -999.5 -11.6 -999.5    101    6.0                                                
 99790 2014   11    4         6 1004.8 -999.5 -999.5 -11.6 -999.5    100    4.3                                                
 99790 2014   11    4        12 1004.3 -999.5 -999.5 -11.2 -999.5     78    6.2                                                
 99790 2014   11    4        18 1002.3 -999.5 -999.5  -9.3 -999.5    161    5.2                                                
 99790 2014   11    5         0  998.8 -999.5 -999.5  -7.4 -999.5     66    9.3                                             
 99790 2014   11    5         6  998.5 -999.5 -999.5  -6.4 -999.5     52    5.5                                             
 99790 2014   11    5        12  999.2 -999.5 -999.5  -7.5 -999.5    328    7.2                                               
 99790 2014   11    5        18 1001.7 -999.5 -999.5  -8.1 -999.5     49    6.5                                               
 99790 2014   11    6         0 1005.3 -999.5 -999.5  -8.7 -999.5     55    5.5                                              
 99790 2014   11    6         6 1007.1 -999.5 -999.5  -9.8 -999.5     87    4.6                                              
 99790 2014   11    6        12 1007.7 -999.5 -999.5  -9.1 -999.5     87    6.6                                               
 99790 2014   11    6        18 1006.3 -999.5 -999.5  -7.5 -999.5     71    8.8                                               
 99790 2014   11    7         0 1002.8 -999.5 -999.5  -5.8 -999.5     88    8.2                                              
 99790 2014   11    7         6  998.7 -999.5 -999.5  -2.1 -999.5    163    4.7                                              
 99790 2014   11    7        12  995.7 -999.5 -999.5  -3.9 -999.5     37   15.7                                               
 99790 2014   11    7        18  989.4 -999.5 -999.5  -3.7 -999.5     48   18.3                                               
 99790 2014   11    8         0  983.2 -999.5 -999.5  -3.8 -999.5     44   17.3                                              
 99790 2014   11    8         6  982.2 -999.5 -999.5  -4.9 -999.5     49   10.9                                              
 99790 2014   11    8        12  985.7 -999.5 -999.5  -4.6 -999.5     84    6.6                                              
 99790 2014   11    8        18  987.3 -999.5 -999.5  -5.9 -999.5     49   15.1                                               
 99790 2014   11    9         0  991.9 -999.5 -999.5  -5.8 -999.5     42   15.9                                              
 99790 2014   11    9         6  996.7 -999.5 -999.5  -6.6 -999.5     50   15.4                                              
 99790 2014   11    9        12 1000.5 -999.5 -999.5  -6.8 -999.5     42   13.2                                                
 99790 2014   11    9        18 1002.4 -999.5 -999.5  -8.3 -999.5     32    9.8                                               
 99790 2014   11   10         0 1003.9 -999.5 -999.5  -9.1 -999.5     50    6.5                                               
 99790 2014   11   10         6 1006.0 -999.5 -999.5 -10.5 -999.5    319   10.5                                                  
 99790 2014   11   10        12 1008.3 -999.5 -999.5 -10.6 -999.5     57    5.1                                                 
 99790 2014   11   10        18 1011.0 -999.5 -999.5 -11.7 -999.5     85    5.2                                                 
 99790 2014   11   11         0 1011.4 -999.5 -999.5 -10.2 -999.5    168    2.2                                                 
 99790 2014   11   11         6 1012.5 -999.5 -999.5  -9.4 -999.5    331    6.6                                                
 99790 2014   11   11        12 1014.7 -999.5 -999.5 -11.2 -999.5    358    3.0                                                  
 99790 2014   11   11        18 1016.8 -999.5 -999.5 -10.4 -999.5     58    4.6                                                 
 99790 2014   11   12         0 1019.2 -999.5 -999.5  -9.9 -999.5     64    5.0                                               
 99790 2014   11   12         6 1021.5 -999.5 -999.5 -11.3 -999.5     89    2.7                                                
 99790 2014   11   12        12 1024.3 -999.5 -999.5 -11.0 -999.5     81    3.3                                                 
 99790 2014   11   12        18 1025.7 -999.5 -999.5 -12.1 -999.5     79    3.5                                                 
 99790 2014   11   13         0 1026.1 -999.5 -999.5  -9.4 -999.5     41    9.2                                               
 99790 2014   11   13         6 1026.8 -999.5 -999.5  -9.9 -999.5     49    6.9                                               
 99790 2014   11   13        12 1028.7 -999.5 -999.5  -9.6 -999.5      2    3.5                                               
 99790 2014   11   13        18 1030.0 -999.5 -999.5  -9.0 -999.5     17    3.8                                                
 99790 2014   11   14         0 1031.5 -999.5 -999.5  -8.9 -999.5    304    3.7                                                
 99790 2014   11   14         6 1031.4 -999.5 -999.5  -7.8 -999.5    302    1.6                                                
 99790 2014   11   14        12 1030.1 -999.5 -999.5  -7.6 -999.5     96    3.1                                                
 99790 2014   11   14        18 1025.9 -999.5 -999.5  -4.9 -999.5    167    6.5                                                 
 99790 2014   11   15         0 1019.8 -999.5 -999.5  -1.6 -999.5    197    9.9                                                
 99790 2014   11   15         6 1011.9 -999.5 -999.5   0.7 -999.5    200   12.2                                                
 99790 2014   11   15        12 1008.3 -999.5 -999.5   0.4 -999.5    259   10.7                                                 
 99790 2014   11   15        18 1009.6 -999.5 -999.5  -5.4 -999.5    291    5.8                                                 
 99790 2014   11   16         0 1012.3 -999.5 -999.5  -8.0 -999.5    308   10.2                                                 
 99790 2014   11   16         6 1013.8 -999.5 -999.5  -8.6 -999.5    315    5.8                                                
 99790 2014   11   16        12 1014.3 -999.5 -999.5  -7.9 -999.5    334    1.0                                                 
 99790 2014   11   16        18 1011.8 -999.5 -999.5  -6.5 -999.5     69    3.0                                                
 99790 2014   11   17         0 1007.4 -999.5 -999.5  -5.9 -999.5     53    9.8                                               
 99790 2014   11   17         6 1001.1 -999.5 -999.5  -1.0 -999.5    172   10.1                                                 
 99790 2014   11   17        12  999.8 -999.5 -999.5  -1.7 -999.5    251    7.9                                                
 99790 2014   11   17        18 1000.6 -999.5 -999.5  -3.0 -999.5    227    7.2                                                 
 99790 2014   11   18         0 1000.6 -999.5 -999.5  -2.8 -999.5    209    6.1                                                
 99790 2014   11   18         6 1001.5 -999.5 -999.5  -3.3 -999.5    254    2.9                                                
 99790 2014   11   18        12 1002.8 -999.5 -999.5  -1.9 -999.5    243    6.1                                                 
 99790 2014   11   18        18 1004.9 -999.5 -999.5  -3.2 -999.5    318    3.4                                                 
 99790 2014   11   19         0 1004.7 -999.5 -999.5  -3.8 -999.5     42    7.5                                               
 99790 2014   11   19         6 1005.9 -999.5 -999.5  -4.2 -999.5     19    5.2                                               
 99790 2014   11   19        12 1011.2 -999.5 -999.5  -7.9 -999.5    294    6.7                                                 
 99790 2014   11   19        18 1016.8 -999.5 -999.5  -9.3 -999.5    321    4.6                                                 
 99790 2014   11   20         0 1019.3 -999.5 -999.5 -10.5 -999.5     62    2.5                                                
 99790 2014   11   20         6 1017.4 -999.5 -999.5 -10.1 -999.5     62    7.6                                                
 99790 2014   11   20        12 1014.5 -999.5 -999.5  -9.4 -999.5     76    7.8                                                
 99790 2014   11   20        18 1010.9 -999.5 -999.5  -6.9 -999.5     78   10.1                                                 
 99790 2014   11   21         0 1007.5 -999.5 -999.5  -5.3 -999.5     83    9.8                                               
