OBSERVATIONS

Stations
  Stnr Name          Operates from Operates until Altitude Latitude Longitude Region/Country                                                                          
 99790 ISFJORD RADIO Sep 1934                            7  78.0625   13.6192 NORWAY                                                       


Elements
 Code  Name                                Unit               
 DD    Wind direction (FF)                 degrees                            
 FF    Wind speed (10 meters above ground) m/s                                            
 PO    Air pressure at station level       hPa                                      
 RR_12 Precipitation (12 hours)            mm                                    
 RR_24 Precipitation (24 hours)            mm                                    
 TA    Air temperature                     degC                        
 TSS   Temperature                         degC                     


Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain' (Level 5 or more).
********************************************

 St.no Year Mnth Date Time(UTC)     PO  RR_12  RR_24    TA    TSS     DD     FF                                               
 99790 2015    7    5        18 1025.9   0.00 -999.5   4.2 -999.5    244    3.0                                            
 99790 2015    7    6         0 1026.2 -999.5 -999.5   4.6 -999.5    263    2.0                                             
 99790 2015    7    6         6 1026.1   0.00   0.00   6.1 -999.5    280    1.9                                         
 99790 2015    7    6        12 1025.6 -999.5 -999.5   6.5 -999.5    309    4.9                                              
 99790 2015    7    6        18 1023.8   0.00 -999.5   6.6 -999.5    314    6.8                                            
 99790 2015    7    7         0 1022.3 -999.5 -999.5   8.1 -999.5     44    6.8                                            
 99790 2015    7    7         6 1020.4   0.00   0.00   7.7 -999.5     37    6.5                                        
 99790 2015    7    7        12 1017.7 -999.5 -999.5   8.7 -999.5     46    8.6                                             
 99790 2015    7    7        18 1016.5   0.00 -999.5   6.6 -999.5     49    7.9                                           
 99790 2015    7    8         0 1016.9 -999.5 -999.5   7.1 -999.5     60   11.3                                             
 99790 2015    7    8         6 1017.9   0.00   0.00   6.9 -999.5     66    8.6                                        
 99790 2015    7    8        12 1019.3 -999.5 -999.5   6.5 -999.5     49   12.7                                              
 99790 2015    7    8        18 1020.1   0.00 -999.5   7.4 -999.5     48    7.3                                           
 99790 2015    7    9         0 1021.3 -999.5 -999.5   6.4 -999.5     47    7.5                                            
 99790 2015    7    9         6 1021.9   0.00   0.00   6.5 -999.5     39    9.7                                        
 99790 2015    7    9        12 1022.3 -999.5 -999.5   9.9 -999.5    350    4.4                                              
 99790 2015    7    9        18 1021.2   0.00 -999.5   9.6 -999.5     28    6.4                                           
 99790 2015    7   10         0 1020.8 -999.5 -999.5  11.1 -999.5     82    5.5                                              
 99790 2015    7   10         6 1020.9   0.00   0.00   7.6 -999.5    216    1.7                                          
 99790 2015    7   10        12 1020.7 -999.5 -999.5   7.9 -999.5    189    2.2                                               
 99790 2015    7   10        18 1020.3   0.00 -999.5   8.5 -999.5    248    2.3                                             
 99790 2015    7   11         0 1020.8 -999.5 -999.5   4.7 -999.5    197    7.5                                              
 99790 2015    7   11         6 1021.2   0.00   0.00   5.7 -999.5    228    4.8                                          
 99790 2015    7   11        12 1022.1 -999.5 -999.5   6.3 -999.5    229    2.0                                               
 99790 2015    7   11        18 1022.4   0.00 -999.5   6.5 -999.5    240    1.6                                             
 99790 2015    7   12         0 1022.8 -999.5 -999.5   5.8 -999.5    208    1.0                                              
 99790 2015    7   12         6 1022.7   0.00   0.00   6.6 -999.5     29    1.9                                         
 99790 2015    7   12        12 1022.9 -999.5 -999.5   7.4 -999.5     18    1.1                                              
 99790 2015    7   12        18 1022.4   0.00 -999.5   6.1 -999.5    298    1.8                                             
 99790 2015    7   13         0 1021.4 -999.5 -999.5   5.0 -999.5    210    1.6                                              
 99790 2015    7   13         6 1020.0   0.00   0.00   5.5 -999.5    203    1.5                                          
 99790 2015    7   13        12 1018.9 -999.5 -999.5   6.7 -999.5    240    2.3                                               
 99790 2015    7   13        18 1017.4   0.00 -999.5   6.9 -999.5    230    2.8                                             
 99790 2015    7   14         0 1015.8 -999.5 -999.5   6.7 -999.5    238    1.8                                              
 99790 2015    7   14         6 1014.2   0.00   0.00   7.2 -999.5    322    4.5                                          
 99790 2015    7   14        12 1014.0 -999.5 -999.5   7.7 -999.5    310    3.3                                               
 99790 2015    7   14        18 1013.6   0.00 -999.5   7.5 -999.5    273    1.5                                             
 99790 2015    7   15         0 1013.0 -999.5 -999.5   5.4 -999.5    257    1.7                                              
 99790 2015    7   15         6 1010.7   0.00   0.00   6.1 -999.5    325    1.1                                          
 99790 2015    7   15        12 1009.8 -999.5 -999.5   9.7 -999.5     42    6.5                                              
 99790 2015    7   15        18 1006.5   0.00 -999.5   7.6 -999.5    310    4.9                                             
 99790 2015    7   16         0 1004.4 -999.5 -999.5   4.7 -999.5     43   17.9                                              
 99790 2015    7   16         6 1007.8   0.10   0.10   4.5 -999.5     61    9.1                                         
 99790 2015    7   16        12 1008.7 -999.5 -999.5   6.6 -999.5     55    6.8                                              
 99790 2015    7   16        18 1010.1   0.00 -999.5   7.2 -999.5    238    1.1                                             
 99790 2015    7   17         0 1011.8 -999.5 -999.5   5.7 -999.5     34    5.9                                             
 99790 2015    7   17         6 1012.2   0.00   0.00   6.5 -999.5     37    4.4                                         
 99790 2015    7   17        12 1012.2 -999.5 -999.5   7.3 -999.5     30    8.1                                              
 99790 2015    7   17        18 1011.9   0.00 -999.5   6.6 -999.5     21    6.4                                            
 99790 2015    7   18         0 1012.7 -999.5 -999.5   6.4 -999.5     32    5.0                                             
 99790 2015    7   18         6 1012.5   0.00   0.00   7.5 -999.5     57    9.5                                         
 99790 2015    7   18        12 1012.2 -999.5 -999.5   7.1 -999.5     32    7.3                                              
 99790 2015    7   18        18 1012.4   0.00 -999.5   5.9 -999.5     28    6.3                                            
 99790 2015    7   19         0 1012.7 -999.5 -999.5   6.1 -999.5     37    6.1                                             
 99790 2015    7   19         6 1012.9   0.00   0.00   6.4 -999.5     38    6.3                                         
 99790 2015    7   19        12 1014.2 -999.5 -999.5   6.8 -999.5     22    6.9                                              
 99790 2015    7   19        18 1014.6   0.00 -999.5   6.7 -999.5     38    7.3                                            
 99790 2015    7   20         0 1015.2 -999.5 -999.5   5.8 -999.5     36    9.2                                             
 99790 2015    7   20         6 1015.0   0.00   0.00   7.2 -999.5     38    6.1                                         
 99790 2015    7   20        12 1015.3 -999.5 -999.5   8.2 -999.5     40    7.9                                              
 99790 2015    7   20        18 1015.9   0.00 -999.5   7.7 -999.5    286    3.2                                             
 99790 2015    7   21         0 1015.9 -999.5 -999.5   6.4 -999.5    193    2.3                                              
 99790 2015    7   21         6 1014.9   0.00   0.00   5.4 -999.5    216    2.2                                          
 99790 2015    7   21        12 1014.8 -999.5 -999.5   7.2 -999.5    247    3.3                                               
 99790 2015    7   21        18 1014.0   0.00 -999.5   6.3 -999.5    200    2.3                                             
 99790 2015    7   22         0 1014.1 -999.5 -999.5   5.6 -999.5    213    3.9                                              
 99790 2015    7   22         6 1013.6   0.00   0.00   4.8 -999.5    322    1.3                                          
 99790 2015    7   22        12 1013.1 -999.5 -999.5   7.3 -999.5    253    2.2                                               
 99790 2015    7   22        18 1010.4   0.00 -999.5   6.9 -999.5    317    8.1                                             
 99790 2015    7   23         0 1007.8 -999.5 -999.5   7.1 -999.5     56    8.6                                             
 99790 2015    7   23         6 1005.8   0.00   0.00   6.7 -999.5     45    9.1                                         
 99790 2015    7   23        12 1004.4 -999.5 -999.5   6.6 -999.5     52    6.1                                              
 99790 2015    7   23        18 1003.1   0.00 -999.5   6.0 -999.5    334    2.4                                             
 99790 2015    7   24         0 1002.4 -999.5 -999.5   5.5 -999.5     34    3.4                                             
 99790 2015    7   24         6 1002.0   0.00   0.00   4.2 -999.5    185    4.8                                          
 99790 2015    7   24        12 1002.3 -999.5 -999.5   5.8 -999.5    300    3.6                                               
 99790 2015    7   24        18 1002.2   0.00 -999.5   6.4 -999.5    196    3.7                                             
 99790 2015    7   25         0 1003.3 -999.5 -999.5   4.9 -999.5    205    5.1                                              
 99790 2015    7   25         6 1005.5   0.00   0.00   5.1 -999.5    209    4.2                                          
 99790 2015    7   25        12 1008.0 -999.5 -999.5   5.4 -999.5    229    4.1                                               
 99790 2015    7   25        18 1010.2   0.10 -999.5   5.6 -999.5    194    5.0                                             
 99790 2015    7   26         0 1013.2 -999.5 -999.5   5.0 -999.5    203    4.0                                              
 99790 2015    7   26         6 1015.5   0.00   0.10   5.6 -999.5    190    4.9                                          
 99790 2015    7   26        12 1017.9 -999.5 -999.5   6.8 -999.5    216    4.2                                               
 99790 2015    7   26        18 1019.3   0.00 -999.5   6.8 -999.5    284    1.9                                             
 99790 2015    7   27         0 1020.3 -999.5 -999.5   5.8 -999.5    199    2.9                                              
 99790 2015    7   27         6 1020.4   0.00   0.00   5.9 -999.5    323    0.5                                          
 99790 2015    7   27        12 1019.8 -999.5 -999.5   6.5 -999.5     33    6.6                                              
 99790 2015    7   27        18 1018.3   0.00 -999.5   7.5 -999.5     47   10.9                                             
 99790 2015    7   28         0 1017.1 -999.5 -999.5   7.2 -999.5     54   10.0                                              
 99790 2015    7   28         6 1014.7   0.00   0.00   8.6 -999.5     77    7.0                                         
 99790 2015    7   28        12 1011.7 -999.5 -999.5   7.0 -999.5     38   12.0                                               
 99790 2015    7   28        18 1009.5   1.00 -999.5   6.0 -999.5     60   11.8                                             
 99790 2015    7   29         0 1009.1 -999.5 -999.5   7.4 -999.5     69    9.3                                             
 99790 2015    7   29         6 1010.2   0.30   1.30   8.2 -999.5     59   11.3                                          
 99790 2015    7   29        12 1011.9 -999.5 -999.5   8.5 -999.5     48   13.5                                               
 99790 2015    7   29        18 1013.3   0.00 -999.5   8.1 -999.5     43   10.9                                             
 99790 2015    7   30         0 1015.6 -999.5 -999.5   8.4 -999.5     48    8.9                                             
 99790 2015    7   30         6 1016.9   0.00   0.00   9.1 -999.5     39    9.1                                         
 99790 2015    7   30        12 1018.2 -999.5 -999.5   9.5 -999.5     39   11.0                                               
 99790 2015    7   30        18 1017.9   0.00 -999.5   8.5 -999.5     34    8.9                                            
 99790 2015    7   31         0 1018.2 -999.5 -999.5   8.1 -999.5     28   10.6                                              
 99790 2015    7   31         6 1016.8   0.00   0.00   9.4 -999.5     44   15.6                                          
 99790 2015    7   31        12 1016.9 -999.5 -999.5  12.7 -999.5     41   10.9                                                
 99790 2015    7   31        18 1016.2   0.00 -999.5  14.8 -999.5     54   10.7                                              
 99790 2015    8    1         0 1016.8 -999.5 -999.5  11.5 -999.5     51   14.2                                              
 99790 2015    8    1         6 1018.0   0.00   0.00  10.7 -999.5     47   11.3                                          
 99790 2015    8    1        12 1019.1 -999.5 -999.5  10.4 -999.5     30   10.7                                               
 99790 2015    8    1        18 1018.6   0.00 -999.5   9.8 -999.5     31   11.4                                            
 99790 2015    8    2         0 1018.6 -999.5 -999.5   9.1 -999.5     44   12.8                                             
 99790 2015    8    2         6 1018.7   0.00   0.00   9.6 -999.5     38    8.1                                        
 99790 2015    8    2        12 1018.4 -999.5 -999.5  10.5 -999.5     46   11.2                                               
 99790 2015    8    2        18 1017.1   0.00 -999.5  10.9 -999.5     43   10.4                                             
 99790 2015    8    3         0 1017.5 -999.5 -999.5   9.5 -999.5     49    8.0                                            
 99790 2015    8    3         6 1017.5   0.00   0.00  10.1 -999.5    163    1.9                                          
 99790 2015    8    3        12 1018.6 -999.5 -999.5   9.8 -999.5    198    6.1                                              
 99790 2015    8    3        18 1020.0   0.00 -999.5   7.5 -999.5    199    4.0                                            
 99790 2015    8    4         0 1021.0 -999.5 -999.5   7.1 -999.5    196    3.2                                             
 99790 2015    8    4         6 1021.8   0.00   0.00   7.6 -999.5    230    1.1                                         
 99790 2015    8    4        12 1022.1 -999.5 -999.5   8.3 -999.5    297    2.7                                              
 99790 2015    8    4        18 1021.1   0.00 -999.5   7.5 -999.5    350    1.2                                            
 99790 2015    8    5         0 1019.2 -999.5 -999.5   9.5 -999.5     76    6.7                                            
 99790 2015    8    5         6 1016.5   0.80   0.80   8.6 -999.5     44    8.8                                        
 99790 2015    8    5        12 1014.5 -999.5 -999.5  10.9 -999.5     71    5.5                                              
 99790 2015    8    5        18 1012.7   0.00 -999.5   6.9 -999.5     59    0.7                                           
 99790 2015    8    6         0 1012.0 -999.5 -999.5   6.3 -999.5    185    7.6                                             
 99790 2015    8    6         6 1010.8   0.30   0.30   6.3 -999.5    185    5.6                                         
 99790 2015    8    6        12 1010.2 -999.5 -999.5   6.6 -999.5    196    5.9                                              
 99790 2015    8    6        18 1009.5   0.00 -999.5   6.1 -999.5    174    6.6                                            
 99790 2015    8    7         0 1009.5 -999.5 -999.5   6.0 -999.5    183    6.7                                             
 99790 2015    8    7         6 1009.9   0.20   0.20   6.9 -999.5    181    4.6                                         
 99790 2015    8    7        12 1011.2 -999.5 -999.5   7.7 -999.5    207    3.5                                              
 99790 2015    8    7        18 1011.3   0.00 -999.5   6.1 -999.5    200    4.3                                            
 99790 2015    8    8         0 1011.2 -999.5 -999.5   5.0 -999.5    215    2.3                                             
 99790 2015    8    8         6 1010.8   0.00   0.00   5.1 -999.5    312    1.4                                         
 99790 2015    8    8        12 1010.7 -999.5 -999.5   6.5 -999.5     31    3.7                                             
 99790 2015    8    8        18 1010.4   0.00 -999.5   6.6 -999.5    196    5.2                                            
 99790 2015    8    9         0 1010.1 -999.5 -999.5   5.3 -999.5     22    2.2                                            
 99790 2015    8    9         6 1009.3   0.00   0.00   7.7 -999.5     56    4.8                                        
 99790 2015    8    9        12 1010.5 -999.5 -999.5   8.6 -999.5     69    0.8                                             
 99790 2015    8    9        18 1011.0   0.00 -999.5   6.0 -999.5    234    3.0                                            
 99790 2015    8   10         0 1012.2 -999.5 -999.5   5.9 -999.5    178    4.2                                              
 99790 2015    8   10         6 1013.2      x      x   5.7 -999.5    191    3.8                                    
 99790 2015    8   10        12 1014.5 -999.5 -999.5   4.9 -999.5    210    3.9                                               
 99790 2015    8   10        18 1014.0   0.00 -999.5   5.9 -999.5     40    3.4                                            
 99790 2015    8   11         0 1013.8 -999.5 -999.5   7.3 -999.5     58    4.4                                             
 99790 2015    8   11         6 1012.5   0.00   0.00   8.1 -999.5     57    7.8                                         
 99790 2015    8   11        12 1013.0 -999.5 -999.5   7.0 -999.5     46    8.5                                              
 99790 2015    8   11        18 1013.7   2.70 -999.5   6.3 -999.5    300    1.9                                             
 99790 2015    8   12         0 1013.5 -999.5 -999.5   5.5 -999.5    324    1.2                                              
 99790 2015    8   12         6 1011.5      x      x   7.6 -999.5     49    7.3                                   
 99790 2015    8   12        12 1011.0 -999.5 -999.5  10.1 -999.5     61    5.5                                               
 99790 2015    8   12        18 1009.3   0.00 -999.5  10.1 -999.5     52    7.6                                             
 99790 2015    8   13         0 1008.2 -999.5 -999.5   9.2 -999.5     45   10.9                                              
 99790 2015    8   13         6 1008.5   0.00   0.00   9.1 -999.5     47   10.4                                          
 99790 2015    8   13        12 1009.9 -999.5 -999.5   9.4 -999.5     34    8.1                                              
 99790 2015    8   13        18 1011.9   0.00 -999.5   7.4 -999.5    295    2.9                                             
 99790 2015    8   14         0 1015.6 -999.5 -999.5   3.4 -999.5    188    5.2                                              
 99790 2015    8   14         6 1018.6   0.00   0.00   5.5 -999.5    198    6.8                                          
 99790 2015    8   14        12 1022.0 -999.5 -999.5   6.3 -999.5    199    6.6                                               
 99790 2015    8   14        18 1023.8   0.00 -999.5   5.4 -999.5    207    6.3                                             
 99790 2015    8   15         0 1026.1 -999.5 -999.5   4.3 -999.5    222    4.5                                              
 99790 2015    8   15         6 1026.6   0.00   0.00   4.8 -999.5    213    4.5                                          
 99790 2015    8   15        12 1027.3 -999.5 -999.5   5.6 -999.5    209    6.0                                               
 99790 2015    8   15        18 1026.8   0.00 -999.5   7.0 -999.5    197    4.3                                             
 99790 2015    8   16         0 1025.9 -999.5 -999.5   5.6 -999.5    197    3.9                                              
 99790 2015    8   16         6 1024.0   0.00   0.00   6.0 -999.5     33    1.0                                         
 99790 2015    8   16        12 1022.6 -999.5 -999.5   6.9 -999.5     38    8.0                                              
 99790 2015    8   16        18 1021.3      x -999.5   5.9 -999.5    192    4.5                                          
 99790 2015    8   17         0 1018.9 -999.5 -999.5   5.0 -999.5    178    2.2                                              
 99790 2015    8   17         6 1015.8   0.00      x   6.9 -999.5     17    3.3                                      
 99790 2015    8   17        12 1014.0 -999.5 -999.5   5.7 -999.5     32    1.4                                              
 99790 2015    8   17        18 1012.6      x -999.5   6.5 -999.5    180    9.1                                          
 99790 2015    8   18         0 1013.3 -999.5 -999.5   5.4 -999.5    177    7.0                                              
 99790 2015    8   18         6 1011.6   0.50      x   6.5 -999.5    171   10.6                                        
 99790 2015    8   18        12 1012.0 -999.5 -999.5   6.7 -999.5    178   11.6                                                
 99790 2015    8   18        18 1012.2   0.00 -999.5   5.8 -999.5    172    9.6                                             
 99790 2015    8   19         0 1011.6 -999.5 -999.5   5.7 -999.5    162   11.2                                               
 99790 2015    8   19         6 1009.9      x      x   5.6 -999.5    175   11.8                                     
 99790 2015    8   19        12 1011.5 -999.5 -999.5   5.3 -999.5    193    8.7                                               
 99790 2015    8   19        18 1011.7      x -999.5   4.8 -999.5    185    6.8                                          
 99790 2015    8   20         0 1012.1 -999.5 -999.5   4.5 -999.5    182    6.1                                              
 99790 2015    8   20         6 1013.0      x      x   4.3 -999.5    185    4.2                                    
 99790 2015    8   20        12 1015.0 -999.5 -999.5   3.9 -999.5    265    4.3                                               
 99790 2015    8   20        18 1017.7   0.00 -999.5   5.1 -999.5    293    3.9                                             
 99790 2015    8   21         0 1020.5 -999.5 -999.5   3.8 -999.5    279    2.1                                              
 99790 2015    8   21         6 1021.8   0.00   0.00   5.0 -999.5     36    2.7                                         
 99790 2015    8   21        12 1023.5 -999.5 -999.5   5.6 -999.5    304    5.4                                               
 99790 2015    8   21        18 1024.2   0.00 -999.5   4.7 -999.5    309    5.3                                             
 99790 2015    8   22         0 1025.4 -999.5 -999.5   2.4 -999.5    182    4.6                                              
 99790 2015    8   22         6 1025.6   0.00   0.00   5.0 -999.5     88    2.2                                         
 99790 2015    8   22        12 1025.0 -999.5 -999.5   6.3 -999.5     44    7.9                                              
 99790 2015    8   22        18 1021.7   0.10 -999.5   6.4 -999.5     91    6.6                                            
 99790 2015    8   23         0 1015.5 -999.5 -999.5   7.8 -999.5     84   11.4                                              
 99790 2015    8   23         6 1012.6  19.80  19.90   7.1 -999.5     91    6.9                                           
 99790 2015    8   23        12 1013.1 -999.5 -999.5   6.0 -999.5     53    5.3                                              
 99790 2015    8   23        18 1013.5   2.60 -999.5   5.2 -999.5    327    1.3                                             
 99790 2015    8   24         0 1013.7 -999.5 -999.5   5.7 -999.5    183    6.5                                              
 99790 2015    8   24         6 1014.0      x      x   6.4 -999.5    182    6.5                                    
 99790 2015    8   24        12 1015.8 -999.5 -999.5   6.1 -999.5    187    6.1                                               
 99790 2015    8   24        18 1017.5   0.30 -999.5   4.2 -999.5    209    5.3                                             
 99790 2015    8   25         0 1017.6 -999.5 -999.5   3.6 -999.5    184    4.3                                              
 99790 2015    8   25         6 1017.4   0.00   0.30   4.3 -999.5    189    2.4                                          
 99790 2015    8   25        12 1018.4 -999.5 -999.5   5.7 -999.5     32    4.1                                              
 99790 2015    8   25        18 1018.4   0.00 -999.5   5.8 -999.5    306    3.2                                             
 99790 2015    8   26         0 1018.3 -999.5 -999.5   4.3 -999.5    302    3.0                                              
 99790 2015    8   26         6 1017.3   0.00   0.00   3.2 -999.5    207    1.3                                          
 99790 2015    8   26        12 1016.7 -999.5 -999.5   4.3 -999.5    210    3.2                                               
 99790 2015    8   26        18 1016.0   0.30 -999.5   3.8 -999.5    221    2.2                                             
 99790 2015    8   27         0 1016.5 -999.5 -999.5   4.1 -999.5    313    6.6                                              
 99790 2015    8   27         6 1017.0   0.00   0.30   3.9 -999.5    281    3.0                                          
 99790 2015    8   27        12 1018.2 -999.5 -999.5   2.8 -999.5    249    2.2                                               
 99790 2015    8   27        18 1017.8   0.00 -999.5   2.6 -999.5    217    1.4                                             
 99790 2015    8   28         0 1017.7 -999.5 -999.5   2.6 -999.5     85    2.0                                             
 99790 2015    8   28         6 1016.8   0.00   0.00   2.4 -999.5    192    0.7                                          
 99790 2015    8   28        12 1015.8 -999.5 -999.5   4.5 -999.5     47    4.1                                              
 99790 2015    8   28        18 1012.9   0.00 -999.5   4.4 -999.5    167    2.5                                             
 99790 2015    8   29         0 1010.7 -999.5 -999.5   2.9 -999.5     69    0.6                                             
 99790 2015    8   29         6 1008.1   2.70   2.70   1.6 -999.5     45    9.1                                         
 99790 2015    8   29        12 1007.0 -999.5 -999.5   2.0 -999.5     46   11.1                                               
 99790 2015    8   29        18 1006.3   5.10 -999.5   4.7 -999.5     47   13.3                                             
 99790 2015    8   30         0 1007.1 -999.5 -999.5   4.3 -999.5     39   12.9                                              
 99790 2015    8   30         6 1006.7   0.00   5.10   4.1 -999.5     40   13.4                                          
 99790 2015    8   30        12 1006.4 -999.5 -999.5   3.2 -999.5     40   12.9                                               
 99790 2015    8   30        18 1005.1   2.90 -999.5   2.4 -999.5     39   13.7                                             
 99790 2015    8   31         0 1004.5 -999.5 -999.5   1.9 -999.5     34   14.4                                              
 99790 2015    8   31         6 1004.4   5.00   7.90   2.7 -999.5     47   12.3                                          
 99790 2015    8   31        12 1006.7 -999.5 -999.5   3.6 -999.5     38   10.7                                               
 99790 2015    8   31        18 1009.5   0.00 -999.5   3.1 -999.5     19    7.3                                            
 99790 2015    9    1         0 1012.5 -999.5 -999.5   2.8 -999.5     61    6.8                                            
 99790 2015    9    1         6 1015.3   0.00   0.00   2.5 -999.5     42    8.8                                        
 99790 2015    9    1        12 1017.6 -999.5 -999.5   2.8 -999.5     48    5.3                                             
 99790 2015    9    1        18 1018.6   0.00 -999.5   2.4 -999.5     52    7.8                                           
 99790 2015    9    2         0 1019.6 -999.5 -999.5   1.1 -999.5     67    4.4                                            
 99790 2015    9    2         6 1019.2   0.00   0.00   1.4 -999.5     54    4.8                                        
 99790 2015    9    2        12 1018.2 -999.5 -999.5   1.7 -999.5     48    2.8                                             
 99790 2015    9    2        18 1015.8   0.00 -999.5   2.0 -999.5    352    2.4                                            
 99790 2015    9    3         0 1013.7 -999.5 -999.5   0.8 -999.5     32    4.7                                            
 99790 2015    9    3         6 1011.3   0.00   0.00   1.1 -999.5    324    5.1                                         
 99790 2015    9    3        12 1010.2 -999.5 -999.5   2.5 -999.5    320    3.4                                              
 99790 2015    9    3        18 1009.2   0.00 -999.5   2.8 -999.5     41    4.2                                           
 99790 2015    9    4         0 1009.0 -999.5 -999.5   2.5 -999.5     39    3.7                                            
 99790 2015    9    4         6 1007.4   0.00   0.00   1.9 -999.5     55    0.9                                        
 99790 2015    9    4        12 1006.1 -999.5 -999.5   2.8 -999.5    310    7.6                                              
 99790 2015    9    4        18 1005.1   0.00 -999.5   2.7 -999.5    321    2.9                                            
 99790 2015    9    5         0 1005.7 -999.5 -999.5   1.8 -999.5     51    4.4                                            
 99790 2015    9    5         6 1006.5   0.00   0.00   1.8 -999.5     45    4.6                                        
 99790 2015    9    5        12 1008.7 -999.5 -999.5   2.4 -999.5     37    4.0                                             
 99790 2015    9    5        18 1009.8   0.00 -999.5   2.4 -999.5     56    1.5                                           
 99790 2015    9    6         0 1010.4 -999.5 -999.5   1.2 -999.5    154    2.2                                             
 99790 2015    9    6         6 1009.9   0.00   0.00   1.4 -999.5    162    3.6                                         
 99790 2015    9    6        12 1009.5 -999.5 -999.5   1.7 -999.5     18    1.1                                             
 99790 2015    9    6        18 1007.7   0.40 -999.5   3.7 -999.5     96    4.2                                           
 99790 2015    9    7         0 1005.3 -999.5 -999.5   3.3 -999.5    103    6.5                                             
 99790 2015    9    7         6 1001.2   0.30   0.70   4.0 -999.5     94    9.0                                        
 99790 2015    9    7        12  996.5 -999.5 -999.5   6.4 -999.5    164    9.3                                             
 99790 2015    9    7        18 1000.5   1.20 -999.5   2.5 -999.5    278    7.0                                            
 99790 2015    9    8         0 1003.0 -999.5 -999.5   1.3 -999.5    261    8.3                                             
 99790 2015    9    8         6 1004.1   0.70   1.90   1.6 -999.5    271    6.4                                         
 99790 2015    9    8        12 1004.7 -999.5 -999.5   2.1 -999.5    293    4.7                                              
 99790 2015    9    8        18 1005.3   0.00 -999.5   1.3 -999.5    300    6.1                                            
 99790 2015    9    9         0 1006.2 -999.5 -999.5   0.8 -999.5    294    3.5                                             
 99790 2015    9    9         6 1007.0   0.00   0.00   1.2 -999.5    296    3.5                                         
 99790 2015    9    9        12 1010.2 -999.5 -999.5   2.3 -999.5    306    3.0                                              
 99790 2015    9    9        18 1012.1   0.00 -999.5  -0.2 -999.5    196    2.2                                             
 99790 2015    9   10         0 1010.7 -999.5 -999.5   1.6 -999.5    168    3.9                                              
 99790 2015    9   10         6 1007.7   1.90   1.90   1.2 -999.5     35    2.9                                         
 99790 2015    9   10        12 1008.5 -999.5 -999.5   3.2 -999.5    184    6.4                                               
 99790 2015    9   10        18 1009.6   0.80 -999.5   2.5 -999.5    177    4.2                                             
 99790 2015    9   11         0 1008.9 -999.5 -999.5   1.8 -999.5     35    2.4                                             
 99790 2015    9   11         6 1006.7   2.10   2.90   5.1 -999.5    182    9.6                                          
 99790 2015    9   11        12 1004.0 -999.5 -999.5   5.8 -999.5    178   12.0                                                
 99790 2015    9   11        18 1006.8   7.80 -999.5   4.7 -999.5    175   10.6                                              
 99790 2015    9   12         0 1010.4 -999.5 -999.5   3.7 -999.5    192    6.9                                              
 99790 2015    9   12         6 1013.1   0.10   7.90   2.7 -999.5    207    3.3                                          
 99790 2015    9   12        12 1012.8 -999.5 -999.5   6.1 -999.5    165    9.3                                               
 99790 2015    9   12        18 1012.3   0.70 -999.5   6.2 -999.5    168    8.6                                             
 99790 2015    9   13         0 1012.6 -999.5 -999.5   5.4 -999.5    174    9.3                                              
 99790 2015    9   13         6 1014.1   0.00   0.70   4.6 -999.5    177    8.4                                          
 99790 2015    9   13        12 1016.2 -999.5 -999.5   4.5 -999.5    184    6.3                                               
 99790 2015    9   13        18 1015.8   0.00 -999.5   5.7 -999.5    173    6.4                                             
 99790 2015    9   14         0 1015.3 -999.5 -999.5   6.6 -999.5    169   10.6                                               
 99790 2015    9   14         6 1012.8   0.20   0.20   7.4 -999.5    170   10.3                                           
 99790 2015    9   14        12 1010.7 -999.5 -999.5   7.5 -999.5    168   11.0                                                
 99790 2015    9   14        18 1010.0   4.50 -999.5   6.3 -999.5    178    8.2                                             
 99790 2015    9   15         0 1011.7 -999.5 -999.5   3.0 -999.5    297    5.0                                              
 99790 2015    9   15         6 1014.4   0.20   4.70   2.1 -999.5    272    3.4                                          
 99790 2015    9   15        12 1016.9 -999.5 -999.5   1.9 -999.5    158    2.4                                               
 99790 2015    9   15        18 1018.5   0.00 -999.5   1.7 -999.5    299    2.1                                             
 99790 2015    9   16         0 1018.8 -999.5 -999.5   0.2 -999.5    182    3.3                                              
 99790 2015    9   16         6 1017.3   0.00   0.00   1.0 -999.5    180    6.5                                          
 99790 2015    9   16        12 1016.3 -999.5 -999.5   3.4 -999.5    166    7.9                                               
 99790 2015    9   16        18 1014.2   0.00 -999.5   2.9 -999.5    169    8.8                                             
 99790 2015    9   17         0 1013.1 -999.5 -999.5   3.2 -999.5    182    5.9                                              
 99790 2015    9   17         6 1012.0   0.00   0.00   3.4 -999.5    172    3.9                                          
 99790 2015    9   17        12 1012.5 -999.5 -999.5   4.3 -999.5    190    4.7                                               
 99790 2015    9   17        18 1012.5   0.00 -999.5   1.3 -999.5     85    2.3                                            
 99790 2015    9   18         0 1013.4 -999.5 -999.5   2.4 -999.5    114    2.6                                              
 99790 2015    9   18         6 1012.9   0.00   0.00   1.3 -999.5     80    5.7                                         
